23.82791,-4.713505,46.431710.142019
18.72625,-2.320194,48.268780.01728842
21.94606,-4.713505,48.766220.06994647
16.74951,6.37589,50.862530.01434095
18.76694,-3.693834,48.277810.03501962
33.33593,-3.618072,48.870820.009787276
32.29156,0.6088746,48.414780.05034475
33.99178,-4.713505,45.896810.103238
33.78454,-4.713505,46.789190.1369363
19.37751,5.637138,54.724130.009830135
28.08142,3.648657,51.206470.0004306491
32.92895,-4.713505,46.767060.1061786
33.78537,-4.713505,46.369790.1690334
24.07825,0.02903938,52.502540.008540827
61.4417,-4.713501,18.195280.07796559
60.26067,-4.713502,18.920180.08900072
61.06372,-4.713502,33.130.003019761
60.69979,-4.713502,18.251750.09650819
67.05003,-0.1889136,44.251230.01346611
60.76623,-4.713501,18.163490.0953707
54.38845,-1.641341,25.138630.004715088
61.71984,-4.713501,20.634670.05646344
53.62108,-0.2502532,28.850360.005033463
23.7389,-4.361595,54.031110.0003312367
24.55379,-0.242754,50.360530.01311254
39.08103,-4.713504,44.631310.0703043
38.5223,-4.713505,44.705250.12418
35.53144,-4.713505,46.275860.1506299
35.82224,-4.713505,45.625230.1835691
33.53497,-4.713505,46.606930.1449689
39.2789,-4.713504,44.996790.1003264
24.64455,-3.422142,49.951720.0992137
28.6088,0.933069,51.323550.01426498
47.0965,-4.713504,37.865930.2233606
47.31196,-4.713503,39.491820.07694519
41.76038,-4.161092,47.008060.00392314
45.33389,0.120115,40.604370.1702892
43.81939,0.120115,39.282740.1093735
47.15421,-4.713503,37.670310.1497522
2.231247,5.552182,59.276012.721233E-33
44.71243,-4.713504,38.532070.1225544
47.85973,-4.713503,37.744480.06058563
47.83677,-4.713504,37.419880.08566973
58.24434,-4.713498,-16.017190.1689223
58.38576,-4.713498,-17.201760.1741318
59.5813,-1.01013,-14.440810.09854261
63.07542,5.137143,-13.081910.08392859
74.74214,2.434525,-7.5246640.03241413
62.1039,5.137142,-11.839970.03305357
70.74912,5.137141,-10.986670.1331438
70.4428,-4.713499,-5.8241410.02665724
60.13725,-3.894396,-14.175390.1665498
72.38681,3.945623,-5.3818870.0009873579
33.561,-4.713505,46.979770.1479061
38.009,0.1201155,44.195930.05055331
41.333,-4.713504,43.247280.09579412
37.84502,-0.9140456,44.021490.04620575
36.45287,0.1201155,45.257470.01225809
41.01891,-4.713504,42.519820.1456403
42.42763,-4.713504,42.282460.1157464
42.12309,-4.713505,42.210980.1065576
36.519,-4.713505,45.295220.1381155
37.88908,-4.575442,43.570540.1216988
42.70277,5.137136,42.963330.122147
50.56863,-4.713503,35.442050.04778479
50.35674,-4.713503,36.059720.03318921
46.65581,1.230748,37.98830.1055929
42.61052,0.1201155,39.32290.05581784
49.9565,-4.713503,35.630470.03885599
48.89773,-4.713504,36.258880.01583962
51.12272,-4.713503,35.343230.0427279
47.23235,-4.713504,39.549130.05652719
19.17914,-0.9310381,48.369320.02902291
32.65369,-4.713505,47.361550.06895886
30.32837,-4.713505,46.649780.02520265
32.79944,-4.713505,46.143010.1580383
17.83319,5.637138,55.332010.01423865
32.34689,-4.713505,45.922710.1323746
33.0994,-4.713505,46.154790.1775219
31.44785,-4.713504,46.33020.0761039
33.0657,-4.713505,45.900370.1303695
32.61077,-4.713505,46.160110.129666
24.15981,-3.775574,52.135170.03201583
67.97754,0.1571378,1.6574720.03995665
71.99359,-3.888239,-3.502990.02277596
63.313,10.4573,2.1432930.04562001
74.0844,-3.52254,-4.1686160.2335034
61.73621,-4.713498,-15.047770.2015209
64.19617,-4.713499,-9.0234220.06705337
62.20598,-4.713498,-15.946720.2177065
68.23912,0.1201169,30.594270.00787848
33.34983,-3.089693,48.867750.02325204
35.35794,-4.713504,46.335530.12895
36.26198,-0.0392518,48.223830.03169741
37.51424,-4.713505,46.185670.1353209
37.07394,-4.713505,46.962920.07437216
37.39417,-4.713505,45.538490.2025934
37.56985,-4.713505,45.538950.1853753
37.61361,-4.713504,46.190420.1579116
24.04247,-2.681933,52.663730.01381858
35.94714,-4.713505,46.059690.1581233
34.20986,-4.713505,46.505630.142963
32.16622,-3.340643,49.129460.02813194
23.88287,-1.597435,53.382610.008252373
35.89161,-4.713505,46.265690.1960258
35.05426,-4.713505,46.06140.1681475
34.47925,-2.590164,48.618020.02401415
32.85957,0.608875,49.013470.05371219
33.24643,0.608875,48.428840.03946398
27.05289,-1.367834,53.048330.0001591939
31.93876,0.6088753,48.465070.02583445
47.35625,-4.713503,35.994210.0122258
54.13208,-4.713503,36.864970.0130294
45.68581,1.451791,42.357550.130655
55.93517,-4.713503,32.045670.08546852
49.48852,0.5218656,44.291050.03743297
53.99963,-4.298128,38.296780.01262878
55.93771,-4.713503,32.406920.08519966
53.36211,-4.713504,32.770370.07946058
34.5211,0.120116,43.435310.01615429
55.39988,-4.713503,32.975810.08320111
73.051,10.13047,5.9211350.009808729
68.08443,1.528331,0.61710480.02874834
59.9332,-4.713498,-15.959910.16528
66.47414,-4.713498,-11.136620.05329245
60.09546,-2.792675,-14.195340.1617159
61.975,-4.713498,-13.981760.100107
59.84657,-1.851375,-14.314170.1382482
60.13946,-4.713498,-16.040580.1526099
59.89128,-1.609561,-14.292820.130592
60.60545,-4.713498,-15.510250.1698121
60.16762,-3.839681,-3.9254310.008340941
63.95214,-4.713499,-7.7948630.06030091
64.23908,-4.713499,-7.0701980.05105564
64.37016,-4.713499,-6.557720.05154996
60.69226,1.429161,2.8073390.1051682
63.91279,-4.713499,-6.9696770.08026647
63.98173,-4.713499,-6.5041410.0938777
65.41739,10.48394,23.30220.02571803
69.9238,-0.609772,33.106010.01638077
64.27451,-4.713499,-7.0203380.07967607
24.70567,-3.522822,49.676440.06343281
53.07937,-4.713503,34.970010.1096485
42.40778,5.137136,41.891750.1292556
