RawDataFileName;Duration;Distance;AverageSpeed;ShortestPathDistance;SurplusShortestPath;RatioShortestPath;Successful;Default;TransparentFX;Ignore Raycast;;Water;UI;Wall;Floor;PatientBed;Window;;;;;;;;;;;;;;;;;;;;;;
Anna_FindNurse_0;127.416;220.499;1.731;71.632;148.867;3.078;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.700;0.300;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
