RawDataFileName;Duration;Distance;AverageSpeed;ShortestPathDistance;SurplusShortestPath;RatioShortestPath;Successful;Default;TransparentFX;Ignore Raycast;;Water;UI;Wall;Floor;PatientBed;Window;Furniture ;;;;;;;;;;;;;;;;;;;;;
Patient_LookforWC_0;32.328;48.494;1.500;34.848;13.646;1.392;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.762;0.236;0.000;0.000;0.002;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
