RawDataFileName;Duration;Distance;AverageSpeed;ShortestPathDistance;SurplusShortestPath;RatioShortestPath;Successful;Default;TransparentFX;Ignore Raycast;;Water;UI;Wall;Floor;PatientBed;Window;Furniture ;;;;;;;;;;;;;;;;;;;;;
Anna_LiveDemo;80.848;129.130;1.597;71.632;57.498;1.803;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.678;0.309;0.000;0.000;0.013;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
