AgentType;TaskName;Distance;Collisions;Collisions_Searching;Duration;pos0x;pos0y;pos0z;pos1x;pos1y;pos1z;pos2x;pos2y;pos2z;pos3x;pos3y;pos3z;pos4x;pos4y;pos4z;pos5x;pos5y;pos5z;pos6x;pos6y;pos6z;pos7x;pos7y;pos7z;pos8x;pos8y;pos8z;pos9x;pos9y;pos9z;pos10x;pos10y;pos10z;pos11x;pos11y;pos11z;pos12x;pos12y;pos12z;pos13x;pos13y;pos13z;pos14x;pos14y;pos14z;pos15x;pos15y;pos15z;pos16x;pos16y;pos16z;pos17x;pos17y;pos17z;pos18x;pos18y;pos18z;pos19x;pos19y;pos19z;pos20x;pos20y;pos20z;pos21x;pos21y;pos21z;pos22x;pos22y;pos22z;pos23x;pos23y;pos23z;pos24x;pos24y;pos24z
Searcher;Searching;5.546661;0;4;1.495701;-3.533096;0.5046535;-14.67244;-3.55816;0.5048378;-14.82865;-3.670134;0.5095249;-14.90692;-3.87435;0.516665;-15.02403;-4.169412;0.516665;-15.17333;-4.631166;0.516665;-15.38697;-5.343616;0.516665;-15.68908;-5.941692;0.516665;-15.92688;-6.754257;0.516665;-16.10122;-7.373729;0.516665;-16.13621;-8.064797;0.516665;-16.17426;-8.679532;0.516665;-16.20811;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Searcher;Searching;4.894473;0;3;1.374038;-3.55;0.5047777;-14.63;-3.5555;0.5048182;-14.59906;-3.589714;0.5050697;-14.46301;-3.660175;0.5055878;-14.23513;-3.795172;0.5065805;-13.85766;-4.039742;0.5083788;-13.2372;-4.287755;0.5102589;-12.63997;-4.611521;0.5132981;-11.86193;-4.849901;0.5154473;-11.28909;-5.109399;0.516665;-10.64839;-5.345733;0.516665;-10.08029;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Searcher;Searching;4.303388;0;3;1.32493;-3.517934;0.5045419;-14.78705;-3.556254;0.5048237;-14.72515;-3.78351;0.5064947;-14.69462;-3.959782;0.5077909;-14.50427;-4.189125;0.5094772;-14.0947;-4.370263;0.5108091;-13.60704;-4.609136;0.5125655;-12.81845;-4.784457;0.5138546;-12.22328;-4.979946;0.515292;-11.55934;-5.153841;0.516665;-10.96875;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Searcher;Searching;3.585824;0;4;1.199895;-3.489257;0.5043311;-14.58495;-3.454564;0.504076;-14.4544;-3.654604;0.5055469;-14.37891;-4.00024;0.5080883;-14.39853;-4.35914;0.5151933;-14.54962;-4.894984;0.516665;-14.92162;-5.265752;0.516665;-15.33625;-5.686277;0.5164354;-15.88183;-6.030212;0.5151245;-16.37818;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Searcher;Searching;3.374999;0;3;1.08477;-3.55;0.5047777;-14.63;-3.625542;0.5053332;-14.6729;-3.866892;0.5124677;-14.82132;-4.194808;0.516665;-15.02489;-4.781073;0.516665;-15.39108;-5.306757;0.516665;-15.72066;-5.893116;0.5161175;-16.08837;-6.417146;0.5163432;-16.41008;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Searcher;Searching;3.261707;0;4;1.024212;-3.55;0.5047777;-14.63;-3.405269;0.5037135;-14.5205;-3.470361;0.5041922;-14.31159;-3.58489;0.5050343;-13.99858;-3.822945;0.5071936;-13.42468;-4.067434;0.5093296;-12.87786;-4.352891;0.5117925;-12.24736;-4.606836;0.5139833;-11.6865;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Searcher;Searching;2.503548;0;4;0.9059954;-3.499975;0.5044099;-14.61979;-3.484554;0.5042965;-14.47757;-3.548779;0.5047688;-14.30047;-3.733227;0.506125;-13.91105;-3.931174;0.5075805;-13.48229;-4.18634;0.5094567;-12.88089;-4.423065;0.5115378;-12.31255;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Searcher;Searching;1.675604;0;4;0.7673736;-3.55;0.5047777;-14.63;-3.562142;0.504867;-14.59952;-3.64763;0.5054956;-14.38488;-3.768255;0.5063825;-14.08202;-3.95458;0.5077526;-13.6142;-4.170004;0.5093366;-13.07333;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Searcher;Searching;1.084912;0;3;0.6811218;-3.488638;0.5043265;-14.78406;-3.376683;0.5035033;-14.72773;-3.281796;0.5029306;-14.51599;-3.217746;0.5042416;-14.18039;-3.265009;0.5057376;-13.79741;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Searcher;Searching;1.070442;0;4;0.6086721;-3.52698;0.5046085;-14.6878;-3.481842;0.5042766;-14.4672;-3.401607;0.5037552;-14.3049;-3.392572;0.5049056;-14.01042;-3.475946;0.5063121;-13.65035;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Searcher;Searching;0.4927328;0;6;0.4735675;-3.55;0.5047777;-14.63;-3.561204;0.5048601;-14.60187;-3.625471;0.5053326;-14.44051;-3.73232;0.5061183;-14.17224;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
