RawDataFileName;Duration;Distance;AverageSpeed;ShortestPathDistance;SurplusShortestPath;RatioShortestPath;Successful;Default;TransparentFX;Ignore Raycast;;Water;UI;Wall;Floor;PatientBed;Window;;;;;;;;;;;;;;;;;;;;;;
g;15.484;27.373;1.768;26.648;0.725;1.027;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.664;0.336;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
